	gamma	___LP	___LS	_avgFF_LP	_avgFF_LS	_contextSim_LP	_contextSim_LS	_+_cos__LP	_+_cos__LS	_+_cosavgFF_LP	_+_cosavgFF_LS	_+_coscontextSim_LP	_+_coscontextSim_LS
0	0.5	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.771794871795	0.792307692308	0.548717948718	0.548717948718	0.548717948718	0.548717948718
1	1.0	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.758974358974	0.769230769231	0.548717948718	0.548717948718	0.548717948718	0.548717948718
2	5.0	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.75641025641	0.761538461538	0.548717948718	0.548717948718	0.548717948718	0.548717948718
3	10.0	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.648717948718	0.564102564103	0.75641025641	0.758974358974	0.548717948718	0.548717948718	0.548717948718	0.548717948718
4	20.0	0.548717948718	0.548717948718	0.548717948718	0.548717948718	0.764102564103	0.712820512821	0.75641025641	0.748717948718	0.553846153846	0.561538461538	0.551282051282	0.551282051282
5	50.0	0.548717948718	0.548717948718	0.771794871795	0.664102564103	0.715384615385	0.782051282051	0.75641025641	0.74358974359	0.735897435897	0.694871794872	0.641025641026	0.628205128205
6	100.0	0.548717948718	0.548717948718	0.794871794872	0.782051282051	0.74358974359	0.812820512821	0.75641025641	0.74358974359	0.787179487179	0.764102564103	0.735897435897	0.705128205128
