	gamma	___LP	___LS	_avgFF_LP	_avgFF_LS	_ngram_LP	_ngram_LS	_+_cos__LP	_+_cos__LS	_+_cosavgFF_LP	_+_cosavgFF_LS	_+_cosngram_LP	_+_cosngram_LS
0	0.5	0.235254691689	0.235254691689	0.235254691689	0.235254691689	0.235254691689	0.235254691689	0.238605898123	0.235924932976	0.241957104558	0.235924932976	0.241957104558	0.235924932976
1	1.0	0.235254691689	0.235254691689	0.235254691689	0.235254691689	0.235254691689	0.235254691689	0.367962466488	0.304289544236	0.466487935657	0.343833780161	0.466487935657	0.343833780161
2	5.0	0.25	0.263404825737	0.25	0.263404825737	0.25	0.263404825737	0.815013404826	0.800268096515	0.80563002681	0.783512064343	0.80563002681	0.783512064343
3	10.0	0.82908847185	0.524798927614	0.82908847185	0.526809651475	0.82908847185	0.526809651475	0.790884718499	0.735254691689	0.791554959786	0.713136729223	0.791554959786	0.713136729223
4	20.0	0.788873994638	0.785522788204	0.788873994638	0.785522788204	0.788873994638	0.785522788204	0.762064343164	0.700402144772	0.766085790885	0.685656836461	0.766085790885	0.685656836461
5	50.0	0.761394101877	0.745308310992	0.761394101877	0.766085790885	0.761394101877	0.766085790885	0.752010723861	0.689008042895	0.761394101877	0.677613941019	0.761394101877	0.677613941019
6	100.0	0.752680965147	0.70509383378	0.752680965147	0.770107238606	0.752680965147	0.770107238606	0.752010723861	0.691689008043	0.759383378016	0.674932975871	0.759383378016	0.674932975871
